PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX010,PX020,PX030,PX040,PX050,PT005,PT010,PT020,PT030,PT040,PT050,PT060,PT070,PT080,PT090,PT100,PT110,PT120,PT130,PT140,PT150,PT160,PT170,PT180,PT190,PT200,PT210,DB040,NR_ITW
2011,BE,8471,637.933094384707,NA,2,2011,3,2,1934,2,4,2,BE,2,NA,0,7,1,NA,NA,NA,3,12,2,NA,NA,NA,NA,13,1,2,2,NA,NA,17,2,2,2,2,NA,2,NA,0,1,0,0,0,10800,1,0,0,0,0,51760,0,0,0,0,1,1,76,847,1,6,1448.73,1,6,1,4,-1,1,NA,1949,4,1,1,NA,1,1,1,NA,2,NA,3,4,1,BE10,BE10-3
2011,BE,8881,637.933094384707,NA,2,2011,5,1,1963,2,1,1,EU,2,NA,5,1,1,1,2,NA,3,72,3,NA,NA,r-u,NA,5,1,NA,NA,NA,NA,22,2,2,3,2,NA,2,NA,0,1,6538,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,47,888,1,6,0,1,NA,4,3,1943,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,BE10,BE10-2
2011,BE,8911,637.933094384707,NA,2,2011,13,3,1930,2,2,3,BE,2,NA,2,7,1,NA,NA,NA,3,NA,NA,37,NA,NA,NA,NA,1,NA,NA,NA,NA,18,2,1,3,2,NA,2,1,0,1,0,0,0,0,1,0,0,0,0,2200,21219,0,0,0,1,1,80,891,1,6,773.7876,3,2,NA,1,1937,1,NA,1952,1,1,1,1,1,2,NA,5,2,NA,NA,2,1,BE10,BE10-1
2011,BE,8961,637.933094384707,NA,1,2011,21,3,1935,2,2,1,BE,2,5,5,7,NA,1,2,NA,2,82,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,32,4,2,1,2,NA,2,NA,500,1,0,0,0,0,1,0,0,0,9843,0,0,0,0,0,1,1,75,896,1,7,815.985,NA,NA,2,NA,1922,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,8971,637.933094384707,NA,2,2011,16,4,1949,2,2,1,BE,2,NA,5,7,1,1,2,NA,3,NA,3,NA,NA,NA,NA,NA,2,2,NA,NA,NA,22,2,2,3,2,NA,2,NA,860,1,0,0,0,16125,1,0,0,0,5439,7348,0,0,0,0,1,1,61,897,1,2,0,NA,NA,NA,2,NA,NA,NA,NA,4,1,1,NA,NA,NA,3,NA,NA,NA,4,NA,1,BE10,BE10-4
2011,BE,9181,637.933094384707,NA,2,2011,15,1,1946,2,5,1,BE,2,NA,1,5,NA,NA,NA,NA,3,33,NA,NA,NA,NA,NA,13,1,2,NA,NA,NA,19,1,1,3,2,NA,2,NA,0,1,0,0,0,25975,1,0,0,0,0,26971,0,0,0,0,1,1,64,918,1,2,1162.709,1,2,NA,2,NA,4,1,-1,NA,1,NA,NA,NA,NA,5,1,NA,NA,4,4,1,BE10,BE10-4
2011,BE,9361,637.933094384707,NA,2,2011,17,2,1945,1,2,1,EU,2,NA,5,7,1,NA,NA,NA,3,41,2,38,NA,NA,NA,13,1,2,2,NA,NA,18,3,1,2,2,NA,2,NA,385,1,0,0,0,14856,1,0,0,15362,0,6188,5706,0,0,0,1,1,65,936,1,2,850.4939,1,2,NA,1,NA,NA,1,1939,NA,1,1,NA,1,NA,7,2,NA,NA,5,2,2,BE10,BE10-4
2011,BE,9481,637.933094384707,NA,3,2011,12,2,1930,2,4,3,BE,2,NA,2,7,NA,NA,2,NA,3,NA,9,NA,NA,NA,NA,NA,NA,2,2,NA,NA,17,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,10567,0,0,0,0,1,1,80,948,1,6,831.0247,1,2,NA,NA,1935,NA,NA,NA,2,NA,1,2,1,NA,1,5,NA,NA,5,NA,1,BE10,BE10-2
2011,BE,9571,637.933094384707,NA,1,2011,4,3,1960,2,1,3,BE,2,NA,2,3,NA,1,NA,NA,NA,41,5,NA,NA,g,NA,NA,NA,2,NA,NA,NA,17,4,1,3,2,NA,2,NA,0,1,0,0,0,9864,1,0,11869,0,0,0,0,0,0,0,1,1,50,957,1,7,797.5852,NA,2,NA,1,NA,NA,NA,NA,NA,4,0,NA,1,NA,8,2,NA,4,2,NA,1,BE10,BE10-2
2011,BE,9661,637.933094384707,NA,2,2011,9,3,1930,1,2,3,BE,2,NA,0,7,NA,2,NA,NA,NA,34,NA,40,NA,NA,NA,NA,1,2,NA,NA,NA,22,4,2,2,2,NA,2,NA,150,1,0,0,0,0,1,0,0,0,0,12218,0,0,0,0,1,1,80,966,1,2,0,NA,NA,2,NA,NA,NA,4,NA,NA,4,NA,NA,NA,1,NA,1,NA,NA,6,4,1,BE10,BE10-3
2011,BE,9711,637.933094384707,NA,2,2011,10,3,1933,2,2,3,BE,1,NA,1,10,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,1,3,2,NA,2,NA,1440,1,0,0,0,17261,1,0,0,0,0,0,0,0,0,0,1,1,77,971,1,2,0,NA,NA,NA,6,1938,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,1,NA,BE10,BE10-3
2011,BE,9761,637.933094384707,NA,2,2011,NA,3,1930,2,1,2,BE,2,NA,0,7,NA,NA,2,NA,3,31,9,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,20,2,2,3,2,NA,2,NA,0,1,0,0,0,1520,1,0,0,0,0,12428,0,0,0,0,1,1,80,976,1,7,0,1,NA,NA,2,1951,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,10011,637.933094384707,NA,2,2011,7,3,1973,2,1,NA,EU,2,NA,5,1,1,NA,NA,NA,NA,74,2,20,NA,p,NA,NA,1,2,2,NA,6,17,2,2,3,2,NA,2,NA,0,1,24270,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,37,1001,1,2,624.7045,3,2,2,2,NA,NA,1,1944,1,NA,NA,NA,NA,NA,NA,1,NA,NA,6,4,2,BE10,BE10-4
2011,BE,10071,637.933094384707,NA,1,2011,25,2,1964,1,2,NA,EU,2,NA,5,1,1,NA,NA,NA,3,23,0 - 1,40,NA,g,NA,12,1,2,2,NA,NA,21,2,2,3,2,NA,2,NA,0,1,40562,0,0,8181,1,0,0,0,0,0,0,0,0,0,1,1,46,1007,1,2,595.16010000000006,1,3,3,NA,1922,1,1,1951,2,1,2,1,NA,1,3,1,NA,4,5,3,1,BE10,BE10-4
2011,BE,10331,637.933094384707,NA,2,2011,7,2,1986,2,1,1,BE,2,NA,1,1,NA,1,NA,NA,3,51,4,NA,NA,l-n,NA,NA,1,2,NA,NA,NA,14,2,2,3,2,NA,2,NA,0,1,17927,1415,0,17796,1,0,0,0,0,0,0,0,0,0,1,1,24,1033,1,2,890.9405,1,2,3,2,-1,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,4,1,NA,BE10,BE10-3
2011,BE,10381,637.933094384707,NA,1,2011,13,4,1965,1,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,12,0 - 1,50,NA,g,NA,13,1,1,2,NA,NA,28,1,2,3,2,NA,2,NA,0,1,40460,5797,1937,17498,1,0,0,0,0,0,0,0,0,0,1,1,45,1038,1,2,1439.671,1,2,1,NA,1923,1,1,1938,1,1,3,1,NA,2,7,2,2,NA,6,-1,1,BE10,BE10-3
2011,BE,10451,637.933094384707,NA,1,2011,7,2,1938,1,2,3,EU,2,NA,5,7,NA,1,NA,NA,3,22,0 - 1,30,NA,NA,NA,12,1,2,NA,NA,NA,20,1,2,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,16162,0,0,0,0,1,1,72,1045,1,2,611.9142,NA,2,3,2,NA,1,NA,1936,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,BE10,BE10-5
2011,BE,10471,637.933094384707,NA,1,2011,18,2,1975,1,1,1,BE,2,NA,3,1,NA,1,NA,NA,3,51,8,NA,NA,b-e,NA,1,1,NA,NA,NA,NA,15,2,2,1,2,NA,2,NA,0,1,11332,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,35,1047,1,3,0,NA,2,NA,2,NA,NA,3,NA,NA,NA,1,1,NA,2,NA,5,NA,NA,NA,4,NA,BE10,BE10-4
2011,BE,10671,637.933094384707,NA,2,2011,7,3,1968,1,5,NA,BE,2,NA,0,1,1,NA,NA,NA,3,12,7,40,NA,f,NA,1,1,2,2,NA,NA,18,3,1,3,2,NA,2,NA,300,1,73784,1803,0,10370,1,0,0,0,0,0,0,0,0,0,1,1,42,1067,1,2,831.7711,1,2,4,2,1947,1,1,1927,1,1,3,1,1,1,7,5,NA,2,4,5,1,BE10,BE10-3
2011,BE,10781,637.933094384707,NA,2,2011,18,3,1970,2,5,1,EU,2,NA,5,3,1,NA,NA,NA,3,12,2,36,NA,l-n,NA,13,1,2,2,NA,NA,22,1,2,3,2,NA,1,NA,2940,1,0,0,0,0,1,0,36338,0,0,0,0,0,0,0,1,1,40,1078,1,6,919.371,1,NA,2,3,1925,1,1,1928,1,3,1,1,1,2,7,5,NA,NA,5,NA,1,BE10,BE10-4
2011,BE,11511,637.933094384707,NA,2,2011,13,2,1983,1,1,3,EU,2,NA,5,1,1,NA,NA,NA,3,41,9,37,NA,j,NA,11,1,NA,2,NA,NA,20,1,2,3,2,NA,2,NA,0,1,29525,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,27,1151,1,7,0,2,2,2,NA,NA,NA,1,-1,4,1,1,NA,1,2,9,5,NA,NA,5,5,NA,BE10,BE10-2
2011,BE,12011,637.933094384707,NA,2,NA,4,1,1986,2,1,1,BE,2,NA,5,1,NA,NA,NA,NA,3,23,NA,38,NA,g,3,13,NA,2,NA,NA,NA,21,2,2,3,2,NA,NA,NA,0,1,29930,0,0,6455,1,0,0,0,0,0,0,0,0,0,1,1,24,1201,1,2,540.7094,1,2,2,2,NA,NA,1,1945,NA,2,1,2,1,2,9,5,NA,NA,4,5,1,BE10,BE10-2
2011,BE,12061,637.933094384707,NA,2,2011,10,3,1960,1,5,3,BE,2,NA,3,3,1,NA,NA,NA,3,41,5,45,20,r-u,NA,13,1,2,2,NA,NA,15,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,93452,0,0,0,0,0,0,0,1,1,50,1206,1,6,614.6529,1,2,2,1,1956,1,NA,1934,4,1,2,1,1,2,7,1,NA,4,5,2,1,BE10,BE10-2
2011,BE,12191,637.933094384707,NA,3,2011,6,3,1963,2,1,NA,BE,2,5,5,1,NA,NA,2,NA,3,12,4,NA,4,NA,NA,13,1,2,2,NA,NA,23,2,2,3,2,NA,2,NA,0,1,26580,738,0,7676,1,0,6645,0,0,0,0,0,0,0,1,1,47,1219,1,6,611.9817,1,2,3,NA,NA,1,NA,NA,1,NA,3,2,NA,2,NA,5,NA,NA,NA,5,2,BE10,BE10-1
2011,BE,12421,637.933094384707,NA,2,2011,7,3,1953,1,3,1,BE,2,NA,1,3,1,NA,NA,NA,3,91,NA,38,NA,g,NA,8,1,2,NA,NA,NA,22,1,2,NA,2,NA,2,NA,0,1,0,0,0,16133,1,0,32837,0,0,0,0,0,0,0,1,1,57,1242,1,2,687.5916,1,2,NA,2,1947,2,NA,NA,1,1,3,1,1,2,8,NA,2,4,4,4,2,BE10,BE10-4
2011,BE,12801,637.933094384707,NA,2,2011,12,3,1965,2,2,1,Other,2,5,0,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,45,1280,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,5,NA,2,BE10,BE10-4
2011,BE,12921,637.933094384707,NA,1,2011,15,2,1975,1,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,34,3,38,NA,q,NA,6,1,1,1,NA,NA,20,2,2,3,2,NA,2,NA,0,1,110876,10920,5359,1402,1,0,0,0,0,0,0,0,0,0,1,1,35,1292,1,2,987.0674,1,2,2,1,1939,1,1,NA,1,1,3,3,2,1,4,2,NA,NA,5,6,1,BE10,BE10-3
2011,BE,13361,637.933094384707,NA,2,2011,3,2,1959,2,1,1,BE,2,NA,5,2,1,1,NA,NA,3,34,9,38,NA,l-n,NA,13,1,1,2,NA,NA,22,2,2,3,2,NA,2,NA,0,1,20948,0,0,0,1,0,0,0,110558,0,0,0,0,0,1,1,51,1336,1,7,1789.384,1,3,4,2,1946,2,1,1925,1,4,1,NA,NA,1,NA,1,NA,6,6,5,1,BE10,BE10-3
2011,BE,13401,637.933094384707,NA,1,2011,13,3,1944,1,5,1,BE,2,NA,2,7,NA,NA,1,1,3,NA,8,NA,NA,NA,NA,NA,1,2,NA,NA,NA,15,4,2,2,2,NA,2,NA,1709,1,0,0,0,0,1,0,0,0,0,12233,0,0,0,0,1,1,66,1340,1,2,0,NA,NA,2,NA,NA,NA,NA,1930,4,NA,NA,3,1,NA,7,5,NA,NA,NA,1,1,BE10,BE10-1
2011,BE,13531,637.933094384707,NA,2,2011,4,4,1978,2,2,3,Other,2,NA,1,2,NA,1,NA,NA,3,91,9,NA,NA,l-n,NA,13,2,2,NA,NA,NA,19,2,1,3,2,NA,1,1,25,1,11752,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,32,1353,1,7,0,NA,NA,4,NA,1943,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,9,5,NA,NA,BE10,BE10-2
2011,BE,13561,637.933094384707,NA,2,2011,20,2,1965,1,1,1,BE,2,NA,0,5,1,1,NA,NA,3,71,NA,24,NA,NA,4,NA,1,2,NA,NA,4,25,3,1,3,1,NA,2,NA,1281,1,0,0,0,0,1,0,0,0,17889,0,0,0,0,0,1,1,45,1356,1,2,0,NA,3,NA,3,NA,NA,1,1929,2,1,NA,1,1,2,3,1,NA,NA,5,NA,1,BE10,BE10-4
2011,BE,13881,637.933094384707,NA,2,2011,3,3,1955,1,2,1,BE,2,NA,5,1,NA,1,NA,NA,3,93,0 - 1,NA,NA,g,NA,NA,1,2,NA,NA,NA,22,1,2,3,2,NA,2,NA,0,1,18168,294,0,390,1,0,0,0,0,0,0,0,0,0,1,1,55,1388,1,2,4901.487,2,1,NA,1,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,4,1,BE10,BE10-3
2011,BE,14001,637.933094384707,NA,2,2011,33,2,1943,1,1,2,BE,2,NA,5,7,NA,NA,NA,NA,NA,91,2,45,NA,NA,6,4,1,NA,2,NA,NA,23,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,12009,0,0,0,0,1,1,67,1400,1,3,0,NA,NA,NA,NA,NA,1,NA,1929,1,NA,NA,NA,1,NA,7,NA,NA,NA,NA,1,NA,BE10,BE10-2
2011,BE,14011,637.933094384707,NA,2,2011,16,4,1934,2,4,1,EU,2,NA,5,7,NA,1,1,1,3,52,2,5,NA,NA,NA,NA,1,2,NA,NA,NA,16,2,1,3,2,NA,2,8,0,1,0,0,0,0,1,0,0,0,0,13050,0,0,0,0,1,1,76,1401,1,2,883.3609,3,NA,4,NA,1952,1,2,1924,1,4,2,1,1,NA,3,NA,NA,NA,2,4,1,BE10,BE10-5
2011,BE,14051,637.933094384707,NA,1,2011,5,3,1981,2,1,3,BE,2,NA,1,5,NA,1,2,NA,3,31,NA,NA,NA,NA,NA,13,NA,2,NA,NA,NA,25,2,1,3,2,NA,1,NA,0,1,0,0,0,0,1,0,0,0,8632,0,0,0,0,0,1,1,29,1405,1,7,525.6659,4,5,NA,NA,1922,1,NA,NA,1,2,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,BE10,BE10-4
2011,BE,14201,637.933094384707,NA,1,2011,4,4,1983,1,1,3,Other,2,NA,2,5,NA,NA,2,NA,NA,12,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,32,1,2,3,2,NA,2,NA,0,1,0,0,0,11395,1,0,0,0,0,0,0,0,0,0,1,1,27,1420,1,2,0,1,4,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,BE10,BE10-1
2011,BE,14221,637.933094384707,NA,2,2011,23,3,1945,1,4,3,BE,2,NA,5,7,1,NA,NA,NA,3,41,2,21,NA,NA,NA,NA,NA,1,NA,NA,NA,16,1,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,22211,0,0,0,0,1,1,65,1422,1,2,876.985,NA,NA,NA,NA,1954,1,1,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,5,NA,BE10,BE10-5
2011,BE,14251,637.933094384707,NA,1,2011,8,1,1940,2,2,1,EU,2,NA,2,3,1,NA,NA,NA,3,41,NA,56,NA,b-e,NA,13,1,NA,2,NA,NA,19,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,31346,0,4902,0,0,0,0,0,1,1,70,1425,1,NA,552.4416,1,3,6,1,1933,NA,1,1936,1,1,2,3,1,2,3,5,NA,NA,5,4,1,BE10,BE10-2
2011,BE,14281,637.933094384707,NA,1,2011,16,1,1934,2,4,1,BE,2,NA,5,7,NA,NA,2,NA,2,12,2,NA,NA,NA,NA,1,1,2,2,NA,NA,23,2,2,2,2,NA,2,1,0,1,0,0,0,12094,1,0,0,0,0,7897,0,0,0,0,1,1,76,1428,1,6,0,NA,NA,NA,NA,NA,1,1,1959,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,14471,637.933094384707,NA,2,2011,4,4,1951,1,2,3,BE,2,NA,1,5,1,1,NA,NA,3,NA,4,NA,NA,NA,NA,10,1,NA,2,NA,NA,18,1,2,3,2,NA,2,NA,1344,1,0,0,0,9000,1,0,0,0,15229,0,0,0,0,0,1,1,59,1447,1,3,0,NA,NA,1,NA,1950,1,NA,1946,2,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,BE10,BE10-1
2011,BE,14601,637.933094384707,NA,1,2011,2,3,1959,2,2,1,BE,2,NA,2,1,NA,NA,NA,NA,3,41,4,38,NA,o,NA,13,1,1,NA,NA,NA,22,2,2,3,2,NA,2,NA,0,1,27551,369,0,0,1,0,0,0,0,0,0,0,0,0,1,1,51,1460,1,2,1508.819,NA,2,NA,2,1940,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,NA,BE10,BE10-2
2011,BE,14691,637.933094384707,NA,2,2011,11,4,1951,2,2,3,EU,2,NA,3,1,1,NA,NA,NA,1,24,2,35,NA,q,NA,13,1,2,NA,NA,NA,20,1,2,3,2,NA,2,NA,0,1,85408,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,59,1469,1,2,1256.456,1,1,3,1,1940,1,NA,1935,1,1,1,2,1,2,7,1,NA,7,1,4,1,BE10,BE10-3
2011,BE,14771,637.933094384707,NA,3,2011,7,2,1970,2,2,1,Other,2,NA,6,1,NA,NA,NA,NA,3,21,2,50,NA,l-n,5,NA,1,1,2,NA,NA,23,4,2,3,2,NA,2,NA,880,1,42335,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,40,1477,1,7,536.5395,1,2,2,1,1934,1,1,1957,1,1,1,3,2,2,8,1,2,NA,5,3,1,BE10,BE10-2
2011,BE,14901,637.933094384707,NA,2,2011,15,4,1970,2,1,1,BE,2,NA,3,3,NA,NA,NA,NA,3,12,5,38,NA,r-u,NA,13,1,NA,2,NA,NA,25,2,2,3,2,5,2,NA,4373,1,0,1504,0,0,1,0,75388,0,0,0,0,0,0,0,1,1,40,1490,1,2,741.4254,1,1,4,2,1928,1,1,1946,2,1,3,1,1,2,1,5,NA,4,NA,5,1,BE10,BE10-2
2011,BE,14931,637.933094384707,NA,1,2011,16,1,1941,1,5,3,BE,2,5,3,7,1,NA,1,NA,3,83,5,NA,NA,NA,NA,5,1,2,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,17567,0,0,0,0,1,1,69,1493,1,3,0,1,NA,NA,2,NA,NA,NA,1931,1,1,3,NA,NA,1,NA,5,NA,NA,5,5,3,BE10,BE10-5
2011,BE,14961,637.933094384707,NA,2,2011,4,3,1964,2,2,1,BE,2,NA,5,1,NA,NA,NA,NA,3,32,2,38,NA,q,NA,13,1,2,2,NA,NA,23,2,2,3,2,3,1,NA,0,1,30321,349,0,0,1,0,0,0,0,0,0,0,0,0,1,1,46,1496,1,NA,593.4009,1,2,1,NA,1947,1,1,1947,NA,NA,1,3,NA,1,9,1,NA,NA,5,5,1,BE10,BE10-3
2011,BE,15211,637.933094384707,NA,2,2011,11,1,1971,1,2,1,Other,2,NA,3,1,NA,NA,NA,NA,3,31,7,19,NA,b-e,NA,NA,2,2,NA,NA,NA,23,2,2,3,2,NA,2,NA,5248,1,15407,4351,1162,4590,1,0,0,0,0,0,0,0,0,0,1,1,39,1521,1,2,0,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,5,1,BE10,BE10-1
2011,BE,15401,637.933094384707,NA,1,2011,8,1,1947,2,2,3,Other,2,NA,1,8,NA,1,1,NA,NA,51,9,NA,NA,NA,6,NA,1,2,NA,NA,11,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,9340,1,0,0,0,0,0,0,0,12245,0,1,1,63,1540,1,7,600.2553,1,2,2,1,1952,NA,NA,1939,NA,NA,-1,NA,NA,NA,NA,2,2,NA,NA,5,NA,BE10,BE10-1
2011,BE,15441,637.933094384707,NA,2,2011,11,1,1951,2,2,3,BE,2,5,1,8,NA,NA,NA,NA,3,93,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,3,1,2,2,NA,2,NA,0,1,0,0,0,9315,1,0,0,0,0,0,0,5523,0,0,1,1,59,1544,1,2,0,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,15461,637.933094384707,NA,2,2011,17,1,1944,2,5,3,BE,2,NA,5,1,1,NA,NA,NA,3,72,2,60,NA,l-n,NA,13,1,2,2,NA,NA,18,2,2,2,1,NA,2,NA,0,1,37760,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,66,1546,1,7,719.1922,1,2,2,1,1941,NA,NA,1933,NA,2,3,2,2,2,NA,5,NA,5,5,2,NA,BE10,BE10-3
2011,BE,15941,637.933094384707,NA,1,2011,26,2,1962,2,1,NA,EU,1,5,1,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,2,NA,0,1,0,0,0,17994,1,0,0,0,0,0,0,0,0,0,1,1,48,1594,1,7,0,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2011,BE,16611,637.933094384707,NA,3,2011,3,4,1978,2,1,3,BE,2,NA,1,2,NA,NA,NA,NA,2,72,9,38,NA,q,NA,NA,1,2,1,NA,3,NA,1,2,2,2,NA,2,NA,0,1,24394,0,0,2520,1,0,0,0,3550,0,0,0,0,0,1,1,32,1661,1,6,611.9817,3,NA,5,2,1945,1,1,NA,NA,1,1,NA,1,2,NA,5,2,NA,4,4,2,BE10,BE10-3
2011,BE,16621,637.933094384707,NA,2,2011,20,2,1961,1,2,1,Other,2,NA,5,1,1,NA,NA,NA,3,32,0 - 1,60,NA,b-e,NA,13,1,2,2,NA,NA,21,1,2,3,2,NA,2,NA,350,1,0,0,0,6222,1,0,0,0,0,0,0,76939,0,0,1,1,49,1662,1,2,1028.366,NA,3,2,1,1936,1,2,-1,1,1,2,1,1,2,9,2,NA,5,6,3,1,BE10,BE10-2
2011,BE,16631,637.933094384707,NA,2,2011,7,2,1930,2,5,3,BE,2,NA,3,7,NA,1,NA,NA,3,41,NA,NA,NA,NA,NA,NA,1,2,2,NA,6,16,2,2,3,2,NA,2,NA,0,1,0,0,0,18754,1,0,0,0,0,6518,5483,0,0,0,1,1,80,1663,1,2,0,NA,NA,NA,NA,NA,NA,1,1947,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,BE10,BE10-1
2011,BE,16721,637.933094384707,NA,2,2011,16,1,1976,2,1,2,BE,2,NA,3,1,1,NA,NA,NA,3,41,2,40,NA,j,NA,NA,1,1,2,NA,NA,24,1,2,3,2,NA,2,NA,0,1,52495,1622,0,11867,1,0,0,0,0,0,0,0,0,0,1,1,34,1672,1,7,894.9932,1,18,2,0,1921,1,NA,1936,1,1,1,1,1,2,3,5,NA,2,6,3,1,BE10,BE10-3
2011,BE,17001,637.933094384707,NA,2,2011,14,1,1944,1,1,3,EU,2,NA,5,3,NA,1,NA,1,1,NA,2,NA,NA,l-n,3,NA,2,NA,NA,NA,10,19,1,2,1,2,3,2,NA,0,1,0,0,0,11722,1,0,10530,0,0,0,0,0,0,0,1,1,66,1700,1,7,520.0024,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,2,9,NA,NA,NA,3,4,2,BE10,BE10-4
2011,BE,17011,637.933094384707,NA,1,2011,7,2,1930,2,4,3,BE,2,NA,3,7,NA,1,2,NA,3,NA,5,NA,NA,NA,7,11,1,NA,NA,NA,NA,25,3,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,6129,0,0,0,0,1,1,80,1701,1,2,3652.864,1,2,NA,1,NA,1,NA,1941,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,BE10,BE10-4
2011,BE,17261,637.933094384707,NA,1,2011,14,3,1934,2,5,1,BE,2,NA,3,7,1,NA,NA,NA,3,41,2,40,NA,NA,NA,12,1,1,NA,NA,NA,16,2,2,1,2,NA,1,NA,0,1,20044,0,0,0,1,0,0,0,0,4145,0,0,0,0,1,1,76,1726,1,7,0,1,2,1,NA,1940,1,1,1956,NA,2,2,2,1,1,NA,2,NA,NA,6,NA,1,BE10,BE10-1
2011,BE,17331,637.933094384707,NA,2,2011,8,4,1930,2,1,3,EU,2,NA,0,10,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,11812,1,0,0,0,0,0,0,0,0,0,1,1,80,1733,1,2,0,1,7,NA,NA,1943,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,17641,637.933094384707,NA,1,2011,13,1,1949,2,4,3,BE,2,5,3,2,NA,2,2,NA,1,82,NA,NA,NA,o,NA,NA,NA,2,NA,NA,NA,NA,1,2,2,2,NA,2,NA,0,1,2191,249,0,0,1,0,0,0,0,0,0,0,0,0,1,1,61,1764,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,BE10,BE10-2
