PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PA010,PA020,PA030,PA040,PA050,PA060,PA070,PA080,PA090,PA100,PA110,PA120,PA130,PA140,PA150,PA160,pl030,pl030_f,pl070,pl070_f,pl072,pl072_f,pl110_f,PY070N,PY070G,PX030,PX040,PL051,PX020,PX050,PX010,PL110,PL111,DB040,NR_ITW
2010,BE,7871,644.117647058824,NA,2,2010,10,2,1974,1,2,3,BE,2,NA,2,1,1,NA,NA,NA,NA,9,45,NA,NA,NA,1,2,2,NA,4,27,3,1,1,2,1,1,2,1,1,1,1,2,2,2,3,2,NA,2,NA,0,1,24641,1015,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,3,NA,3,1,NA,18,2,15,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,1,0,787,1,NA,35,2,1,NA,r-u,BE10,BE10-3
2010,BE,7921,644.117647058824,NA,2,2010,11,1,1963,2,1,3,Other,2,NA,0,11,1,1,NA,NA,3,9,55,NA,NA,13,1,2,NA,NA,NA,22,6,3,6,2,1,6,1,1,6,1,2,1,1,2,3,2,NA,2,NA,714,1,0,0,0,0,1,0,0,0,0,0,0,0,26343,0,1,NA,1,1,NA,2,2,2,2,1,1,NA,2,12,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,792,1,NA,46,3,1,NA,NA,BE10,BE10-3
2010,BE,8171,644.117647058824,NA,1,2010,2,1,1934,2,5,1,BE,2,NA,0,7,NA,1,NA,NA,3,NA,NA,NA,4,NA,1,1,NA,NA,NA,18,6,8,5,2,8,6,5,6,5,6,1,2,3,2,2,2,NA,2,NA,0,1,0,0,0,4833,1,0,0,0,0,9171,0,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,817,1,NA,75,2,1,NA,NA,BE10,BE10-4
2010,BE,8311,644.117647058824,NA,2,2010,7,2,1974,1,2,1,BE,2,NA,1,1,NA,NA,NA,NA,3,3,NA,NA,NA,13,1,NA,NA,NA,NA,22,5,3,6,5,5,2,6,6,1,1,8,6,2,1,3,2,NA,2,NA,0,1,20708,795,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,10,NA,230,700,NA,NA,NA,NA,NA,NA,NA,1,0,831,1,NA,35,7,1,NA,p,BE10,BE10-5
2010,BE,8331,644.117647058824,NA,1,2010,26,3,1937,2,1,3,BE,2,NA,3,7,NA,1,2,NA,3,4,19,NA,NA,NA,1,1,2,NA,NA,18,3,8,6,2,6,6,1,5,1,3,8,1,2,2,3,2,NA,2,NA,0,1,0,0,0,15437,1,0,0,0,0,15818,0,0,0,0,1,NA,1,2,NA,1,NA,2,2,3,1,5,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,833,1,NA,72,6,1,NA,NA,BE10,BE10-2
2010,BE,8341,644.117647058824,NA,1,2010,14,3,1961,1,1,3,BE,2,NA,3,5,NA,NA,2,NA,3,8,NA,NA,NA,11,NA,NA,NA,NA,NA,30,2,7,5,2,6,1,6,6,8,6,6,6,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,12030,0,0,0,0,279,1,NA,1,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,834,1,NA,48,2,1,NA,NA,BE10,BE10-4
2010,BE,8731,644.117647058824,NA,1,2010,3,3,1965,1,5,1,BE,2,NA,5,5,1,1,NA,NA,2,2,40,NA,2,12,1,2,1,2,NA,19,2,2,1,6,8,6,1,6,1,2,5,6,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,15896,0,0,0,0,0,1,1,NA,3,NA,2,NA,NA,1,1,NA,34,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,873,1,NA,44,2,1,NA,NA,BE10,BE10-4
2010,BE,8761,644.117647058824,NA,1,2010,3,3,1962,1,2,3,Other,2,NA,2,11,1,2,NA,1,3,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,8,7,8,3,7,6,6,7,7,7,7,1,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,NA,NA,2,NA,NA,NA,NA,NA,60,NA,20,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,876,1,NA,47,7,1,NA,NA,BE10,BE10-4
2010,BE,8821,644.117647058824,NA,2,2010,10,4,1961,1,1,3,EU,2,NA,5,3,1,NA,NA,NA,3,2,50,NA,NA,15,1,1,1,NA,1,19,1,1,1,1,1,1,5,3,2,1,1,1,1,2,3,2,NA,2,NA,0,1,0,0,0,18080,1,0,67953,0,0,0,0,0,0,0,1,1,1,1,NA,NA,2,2,2,NA,1,32,1,40,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,1,0,882,1,NA,48,2,1,NA,b-e,BE10,BE10-4
2010,BE,9031,644.117647058824,NA,2,2010,5,1,1952,2,5,1,BE,2,NA,1,2,1,1,2,NA,3,4,NA,NA,6,7,1,2,NA,NA,NA,24,2,2,8,6,6,6,2,2,2,1,6,6,1,2,3,2,NA,2,NA,0,1,18851,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,1,NA,NA,2,1,1,19,NA,10,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,903,1,NA,57,3,1,NA,h,BE10,BE10-3
2010,BE,9211,644.117647058824,NA,1,2010,4,4,1965,1,2,3,BE,1,NA,3,5,NA,NA,2,NA,3,7,NA,NA,NA,NA,1,2,NA,NA,NA,17,6,1,8,2,6,5,6,2,6,5,6,6,1,1,3,2,NA,2,NA,0,1,16959,0,0,7035,1,0,0,0,0,0,0,0,0,436,1,5,NA,NA,NA,NA,NA,2,NA,2,1,43,NA,NA,NA,120,250,NA,NA,NA,NA,NA,NA,NA,1,0,921,1,NA,44,2,1,NA,NA,BE10,BE10-1
2010,BE,9321,644.117647058824,NA,2,2010,9,1,1943,1,2,3,BE,2,NA,3,7,NA,1,2,NA,3,7,NA,NA,4,13,1,NA,2,NA,NA,18,6,5,6,6,6,5,1,6,1,6,5,1,1,2,3,2,NA,1,1,30,1,0,0,0,19611,1,0,0,0,0,16482,0,0,0,0,1,5,1,NA,NA,NA,2,2,2,1,NA,12,7,15,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,932,1,NA,66,2,1,NA,NA,BE10,BE10-4
2010,BE,9411,644.117647058824,NA,2,2010,25,4,1929,1,1,3,BE,2,NA,5,7,1,1,NA,NA,3,2,NA,NA,NA,11,1,2,NA,NA,NA,21,1,1,6,3,1,1,1,1,1,6,1,2,2,NA,3,2,NA,2,NA,1703,1,0,0,0,12871,1,0,0,0,7413,23697,0,0,0,0,1,5,1,NA,3,NA,2,2,1,NA,NA,7,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,1,0,941,1,NA,80,5,1,NA,NA,BE10,BE10-1
2010,BE,9511,644.117647058824,NA,1,2010,28,2,1957,1,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,4,65,NA,NA,13,1,2,2,NA,NA,18,1,1,1,2,6,6,1,2,1,1,1,1,2,2,3,2,NA,2,NA,0,1,31232,801,0,27856,1,0,0,0,0,0,0,0,0,0,1,6,NA,3,NA,NA,2,2,NA,2,NA,NA,5,10,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,1,0,951,1,NA,52,2,1,NA,o,BE10,BE10-2
2010,BE,9551,644.117647058824,NA,2,2010,4,1,1986,2,1,2,EU,2,NA,1,2,NA,1,2,NA,2,9,NA,NA,NA,NA,2,2,NA,NA,3,22,5,8,6,8,5,5,5,8,6,5,5,5,3,1,3,2,NA,2,NA,0,1,3091,0,0,15301,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,4,NA,2,1,1,10,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,955,1,NA,23,7,1,NA,i,BE10,BE10-5
2010,BE,9611,644.117647058824,NA,1,2010,9,4,1969,2,2,1,Other,1,3,5,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,7,8,7,6,7,7,8,4,7,1,2,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,1,NA,NA,2,NA,NA,1,1,45,NA,2,NA,100,0,NA,NA,NA,NA,NA,NA,NA,1,0,961,1,NA,40,3,1,NA,NA,BE10,BE10-3
2010,BE,9851,644.117647058824,NA,1,2010,5,1,1945,1,2,3,BE,2,NA,3,7,NA,NA,2,NA,3,4,NA,NA,NA,13,NA,2,NA,NA,NA,16,1,6,8,5,6,6,2,2,8,6,2,6,3,2,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,17010,0,0,0,0,1,1,1,2,NA,NA,NA,1,2,NA,NA,42,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,985,1,NA,64,8,1,NA,NA,BE10,BE10-3
2010,BE,9901,644.117647058824,NA,1,2010,6,3,1963,1,1,3,Other,2,NA,2,1,NA,NA,NA,NA,3,5,50,NA,NA,12,1,NA,2,NA,NA,20,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,2,NA,2,NA,0,1,51358,0,0,37681,1,0,0,0,0,0,0,0,0,0,1,5,1,2,NA,NA,2,3,2,2,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,990,1,NA,46,7,1,NA,g,BE10,BE10-2
2010,BE,9911,644.117647058824,NA,2,2010,17,1,1943,1,1,3,BE,2,NA,5,7,NA,NA,NA,NA,3,4,66,NA,NA,NA,2,2,NA,NA,NA,20,3,6,6,6,2,6,3,5,6,6,5,5,1,2,3,2,NA,2,NA,2554,1,0,0,0,15169,1,0,0,0,0,18079,0,0,0,0,1,NA,1,NA,NA,NA,2,NA,3,1,NA,26,NA,70,0,40,NA,NA,NA,NA,NA,NA,NA,NA,1,0,991,1,NA,66,2,1,NA,NA,BE10,BE10-2
2010,BE,10171,644.117647058824,NA,1,2010,12,1,1966,1,1,1,BE,2,NA,5,3,NA,NA,2,NA,NA,0 - 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8,7,7,6,7,7,8,7,8,7,8,7,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,690,0,0,0,0,0,0,0,1,6,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,20,1,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1017,1,NA,43,6,1,NA,l-n,BE10,BE10-2
2010,BE,10211,644.117647058824,NA,1,2010,12,3,1985,1,1,1,BE,2,NA,3,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,2,2,NA,NA,16,1,1,8,2,6,1,6,5,2,5,5,6,4,2,2,2,NA,2,NA,0,1,15237,832,0,17671,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,2,2,NA,NA,1,NA,50,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1021,1,NA,24,3,1,NA,p,BE10,BE10-4
2010,BE,10271,644.117647058824,NA,1,2010,13,3,1970,1,2,3,BE,2,NA,3,4,1,NA,2,NA,3,3,38,NA,6,NA,NA,2,NA,NA,NA,24,5,2,2,6,6,6,6,5,1,6,2,1,1,2,3,2,NA,2,NA,1072,1,0,0,0,0,1,0,20794,0,0,0,0,0,0,0,1,5,1,3,1,2,NA,2,2,NA,NA,19,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1027,1,NA,39,2,1,NA,j,BE10,BE10-2
2010,BE,10301,644.117647058824,NA,2,2010,26,3,1975,1,1,3,EU,2,NA,5,1,1,1,NA,NA,3,9,40,NA,NA,13,1,1,2,NA,NA,16,1,1,2,1,8,1,6,1,3,6,1,6,2,2,3,2,NA,2,NA,0,1,20201,3106,0,11875,1,0,0,0,2802,0,0,0,0,0,1,1,1,1,2,1,2,1,NA,1,2,34,NA,5,9,120,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1030,1,NA,34,2,1,NA,l-n,BE10,BE10-1
2010,BE,10501,644.117647058824,NA,1,2010,17,1,1963,2,5,1,BE,2,NA,3,1,NA,1,2,NA,3,3,NA,NA,NA,NA,1,NA,2,NA,NA,21,1,2,2,1,4,6,6,6,6,6,2,6,1,1,2,2,NA,2,NA,0,1,20908,0,0,6882,1,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,3,1,NA,41,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1050,1,NA,46,6,1,NA,g,BE10,BE10-3
2010,BE,10601,644.117647058824,NA,1,2010,10,2,1976,1,2,2,Other,2,NA,3,1,1,NA,2,NA,3,9,NA,NA,NA,13,1,2,2,NA,NA,NA,1,1,1,3,1,1,1,1,3,1,1,1,3,2,3,2,NA,2,NA,0,1,22902,985,0,8614,1,0,0,0,0,0,0,0,0,0,1,5,1,2,NA,2,NA,NA,NA,1,NA,NA,5,2,25,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1060,1,NA,33,2,1,NA,i,BE10,BE10-2
2010,BE,11331,644.117647058824,NA,1,2010,12,3,1949,2,2,3,BE,2,NA,5,2,1,NA,NA,NA,3,9,NA,NA,NA,13,1,NA,2,NA,NA,14,6,1,1,1,2,1,6,2,1,5,1,6,2,1,3,2,NA,2,NA,0,1,24923,0,0,7705,1,0,0,0,0,0,0,0,0,0,1,1,NA,1,NA,2,4,2,NA,1,NA,NA,1,NA,35,NA,50,NA,NA,NA,NA,NA,NA,NA,1,0,1133,1,NA,60,7,1,NA,q,BE10,BE10-3
2010,BE,11821,644.117647058824,NA,2,2010,5,1,1953,1,2,3,BE,2,NA,3,3,1,NA,NA,NA,1,7,90,NA,NA,NA,NA,2,2,NA,NA,18,5,6,8,1,6,6,6,2,6,4,5,2,3,2,3,2,NA,2,NA,0,1,8408,1485,1485,0,1,0,6196,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,3,NA,NA,NA,1,25,1,35,10,130,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1182,1,NA,56,2,1,NA,f,BE10,BE10-3
2010,BE,11871,644.117647058824,NA,1,2010,6,1,1929,1,4,3,BE,2,NA,3,7,1,NA,NA,NA,3,4,NA,15,NA,3,1,2,2,NA,NA,24,1,2,6,1,1,2,1,1,1,3,5,1,4,2,3,2,NA,2,NA,0,1,0,0,0,25775,1,0,0,0,0,25469,0,0,0,0,1,NA,NA,3,NA,NA,2,NA,NA,1,1,NA,3,NA,25,400,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1187,1,NA,80,5,1,NA,NA,BE10,BE10-4
2010,BE,11991,644.117647058824,NA,1,2010,11,2,1974,1,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,2,33,NA,4,13,1,1,2,NA,NA,23,1,1,1,1,1,1,2,1,1,3,1,5,2,2,3,2,NA,2,NA,2604,1,53367,1585,0,9397,1,0,0,0,0,0,0,0,0,0,1,5,1,3,NA,NA,2,2,2,1,NA,3,1,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1199,1,NA,35,2,1,NA,p,BE10,BE10-4
2010,BE,12221,644.117647058824,NA,2,2010,9,4,1948,1,4,3,BE,2,NA,3,1,1,NA,NA,NA,3,3,36,NA,NA,13,1,1,2,NA,NA,22,1,1,1,1,6,1,1,1,6,1,1,1,2,2,3,2,NA,2,NA,0,1,83392,2489,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,NA,2,1,NA,NA,1,3,38,5,7,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1222,1,NA,61,2,1,NA,q,BE10,BE10-1
2010,BE,12601,644.117647058824,NA,2,2010,5,3,1966,1,2,3,Other,2,3,NA,NA,NA,2,2,1,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,7,8,7,7,8,7,7,8,3,8,7,3,2,3,2,NA,2,NA,96,1,1263,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1260,1,NA,43,5,1,NA,NA,BE10,BE10-2
2010,BE,12711,644.117647058824,NA,1,2010,11,3,1970,2,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,30,NA,NA,NA,1,NA,2,NA,NA,21,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,NA,2,NA,0,1,21688,1945,1000,3869,1,0,0,0,0,0,0,0,0,0,1,5,1,2,NA,NA,NA,2,3,2,NA,21,NA,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1271,1,NA,39,2,1,NA,b-e,BE10,BE10-3
2010,BE,13141,644.117647058824,NA,1,2010,19,1,1964,2,2,3,BE,2,NA,3,2,1,1,NA,1,3,3,60,NA,3,5,1,2,1,NA,NA,22,6,6,1,5,5,2,3,1,1,1,1,1,2,1,2,2,NA,2,NA,1291,1,25255,832,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,2,NA,2,1,1,NA,2,35,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1314,1,NA,45,2,1,NA,p,BE10,BE10-5
2010,BE,13191,644.117647058824,NA,1,2010,20,2,1963,1,1,3,Other,2,NA,1,11,NA,1,2,NA,3,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,5,6,8,5,6,5,8,5,2,2,3,2,NA,2,NA,0,1,9043,0,0,15435,1,0,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,1,2,NA,NA,1,NA,NA,NA,30,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1319,1,NA,46,6,1,NA,NA,BE10,BE10-1
2010,BE,13311,644.117647058824,NA,2,2010,13,4,1949,1,2,1,Other,2,NA,0,1,1,NA,NA,NA,3,7,39,NA,NA,13,1,NA,2,NA,NA,21,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,NA,2,NA,0,1,43600,879,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,NA,2,NA,2,1,NA,NA,5,20,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1331,1,NA,60,7,1,NA,g,BE10,BE10-5
2010,BE,13351,644.117647058824,NA,1,2010,15,3,1935,2,2,1,BE,2,NA,3,7,NA,1,NA,NA,3,2,NA,NA,NA,NA,1,2,2,NA,NA,20,3,5,2,6,3,6,2,6,5,1,6,6,3,2,3,2,NA,2,NA,488,1,0,0,0,0,1,0,0,0,0,15370,0,0,0,0,1,NA,NA,2,NA,2,2,2,3,1,NA,6,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1335,1,NA,74,2,1,NA,NA,BE10,BE10-4
2010,BE,13661,644.117647058824,NA,2,2010,11,3,1949,2,2,3,EU,2,NA,1,2,1,NA,NA,NA,3,9,32,NA,NA,1,1,2,2,NA,NA,16,1,6,1,1,1,3,2,1,5,1,6,6,4,2,3,2,NA,2,NA,0,1,23842,0,0,1101,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,2,NA,2,NA,2,1,NA,5,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1366,1,NA,60,5,1,NA,b-e,BE10,BE10-4
2010,BE,13761,644.117647058824,NA,2,2010,12,4,1929,1,1,1,BE,2,NA,3,7,NA,1,2,NA,NA,9,38,NA,NA,NA,1,2,NA,NA,NA,19,6,6,2,6,8,6,6,5,5,5,1,8,1,2,3,2,NA,2,NA,0,1,0,0,0,25000,1,0,0,0,13926,0,0,0,0,0,1,1,NA,1,NA,NA,4,4,NA,1,NA,4,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1376,1,NA,80,2,1,NA,NA,BE10,BE10-2
2010,BE,13791,644.117647058824,NA,1,2010,6,2,1973,2,3,3,BE,2,NA,5,2,NA,NA,NA,NA,3,2,38,15,NA,12,2,2,NA,NA,NA,23,2,1,1,2,6,1,6,6,1,2,1,6,2,2,1,2,NA,2,NA,450,1,24054,1067,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,2,NA,2,NA,2,3,NA,46,5,15,45,300,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1379,1,NA,36,7,1,NA,q,BE10,BE10-2
2010,BE,13821,644.117647058824,NA,1,2010,3,2,1963,2,2,1,BE,1,NA,5,10,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,8,7,8,8,7,7,6,8,8,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1382,1,NA,46,7,1,NA,NA,BE10,BE10-2
2010,BE,13971,644.117647058824,NA,1,2010,15,1,1929,1,2,2,BE,2,NA,5,7,1,NA,NA,NA,3,2,45,NA,NA,12,1,2,2,NA,NA,24,2,1,1,1,2,3,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,1,0,0,0,5909,1,0,0,0,0,40702,0,0,0,0,1,5,1,NA,2,2,NA,2,3,NA,1,4,10,70,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1397,1,NA,80,7,1,NA,NA,BE10,BE10-4
2010,BE,13991,644.117647058824,NA,2,2010,15,2,1983,2,1,3,BE,2,NA,4,5,1,NA,2,NA,3,3,NA,NA,NA,NA,NA,2,NA,NA,NA,19,6,8,6,6,8,7,6,7,6,1,5,6,4,2,3,2,8,2,NA,0,1,0,0,0,5461,1,0,0,0,5645,0,0,0,0,0,1,1,1,1,NA,NA,2,NA,NA,1,NA,39,NA,15,1,40,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1399,1,NA,26,6,1,NA,NA,BE10,BE10-4
2010,BE,14021,644.117647058824,NA,2,2010,9,2,1963,2,2,3,BE,2,NA,3,2,1,1,2,NA,3,4,NA,NA,NA,NA,NA,NA,2,NA,NA,17,2,6,2,3,6,2,4,3,6,2,2,6,4,1,3,2,NA,2,NA,0,1,20178,490,0,15462,1,0,0,0,0,0,0,0,0,0,1,5,1,2,NA,NA,2,2,3,1,NA,NA,3,NA,3,30,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1402,1,NA,46,2,1,NA,j,BE10,BE10-3
2010,BE,14051,644.117647058824,NA,2,2010,15,1,1977,1,1,3,EU,2,NA,5,1,1,NA,NA,NA,3,2,50,NA,NA,13,1,2,NA,NA,10,22,1,1,1,1,1,1,1,1,6,1,1,6,1,2,3,2,NA,2,NA,0,1,69631,6090,2584,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,2,NA,2,3,3,1,NA,NA,3,35,3,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1405,1,NA,32,2,1,NA,f,BE10,BE10-3
2010,BE,14241,644.117647058824,NA,1,2010,3,2,1929,1,2,3,BE,2,5,5,7,NA,NA,2,NA,3,2,NA,NA,NA,NA,2,1,1,NA,NA,16,8,5,5,5,6,5,7,8,2,6,6,6,1,2,2,2,NA,2,NA,1368,1,0,0,0,12291,1,0,0,0,0,7036,0,0,3112,0,1,4,1,1,NA,2,NA,2,NA,1,1,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1424,1,NA,80,2,1,NA,NA,BE10,BE10-4
2010,BE,14361,644.117647058824,NA,1,2010,13,3,1957,1,3,1,BE,2,NA,0,1,1,NA,2,NA,3,9,38,NA,NA,13,1,2,2,NA,NA,16,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,1,56134,1476,0,7585,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,2,2,NA,1,NA,NA,3,10,31,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1436,1,NA,52,2,1,NA,o,BE10,BE10-4
2010,BE,14461,644.117647058824,NA,1,2010,15,4,1929,2,2,1,BE,2,NA,1,7,NA,NA,NA,NA,2,0 - 1,25,NA,NA,13,2,2,NA,NA,NA,18,6,8,6,1,6,6,8,6,5,6,2,1,5,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,19396,0,0,0,0,1,NA,1,3,NA,NA,NA,NA,2,NA,2,7,NA,20,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1446,1,NA,80,2,1,NA,NA,BE10,BE10-5
2010,BE,14531,644.117647058824,NA,1,2010,17,3,1966,1,1,3,BE,2,NA,5,2,1,1,NA,NA,3,3,NA,NA,NA,12,1,1,2,1,NA,17,2,1,1,4,1,2,1,1,2,1,1,1,1,2,3,2,NA,2,NA,0,1,25083,1315,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,2,2,NA,2,NA,2,1,NA,34,5,40,12,150,500,NA,NA,NA,NA,NA,NA,NA,1,0,1453,1,NA,43,2,1,NA,r-u,BE10,BE10-4
2010,BE,14651,644.117647058824,NA,2,2010,6,3,1955,1,2,3,BE,2,NA,5,3,1,NA,NA,NA,3,2,NA,NA,NA,13,1,2,2,NA,3,22,2,2,1,1,1,1,2,1,1,1,1,6,1,2,3,2,NA,2,NA,0,1,0,0,0,11180,1,0,32201,0,0,0,0,0,0,0,1,1,1,3,NA,2,2,2,2,1,NA,15,2,42,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1465,1,NA,54,3,1,NA,b-e,BE10,BE10-3
2010,BE,14691,644.117647058824,NA,1,2010,13,1,1934,2,5,1,BE,2,NA,6,7,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,8,3,6,5,1,3,6,5,5,5,8,3,2,1,2,NA,2,NA,280,1,0,0,0,0,1,0,0,0,0,10371,0,0,0,0,1,5,1,NA,NA,NA,NA,2,1,1,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1469,1,NA,75,6,1,NA,NA,BE10,BE10-4
2010,BE,14711,644.117647058824,NA,2,2010,5,1,1943,2,1,3,BE,2,NA,3,5,1,NA,NA,NA,2,7,NA,NA,4,13,1,1,NA,NA,NA,15,1,6,6,1,1,8,6,5,1,2,6,8,1,2,3,2,NA,2,NA,0,1,13405,0,0,0,1,0,0,0,1127,0,0,0,0,0,1,3,1,1,NA,NA,NA,3,NA,1,NA,NA,NA,20,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1471,1,NA,66,2,1,NA,NA,BE10,BE10-5
2010,BE,15161,644.117647058824,NA,2,2010,8,1,1950,1,5,1,BE,2,NA,5,7,NA,NA,NA,NA,1,9,99,NA,NA,13,1,2,2,NA,NA,23,1,3,1,2,1,3,3,1,1,1,1,1,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,45649,0,0,0,0,0,1,5,1,3,NA,NA,2,2,NA,1,1,NA,10,24,20,300,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1516,1,NA,59,6,1,NA,NA,BE10,BE10-4
